Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (gals/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
1979,Fruit for drying,Pounds,Peaches,0.06,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.02,0
1980,Fruit for drying,Pounds,Peaches,0.06,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.02,0
1981,Fruit for drying,Pounds,Peaches,0.12,83.37,0.02,6,0.02,0,0.02,11,86.09,0.02,,0,0.02,191,80,0.05,0
1982,Fruit for drying,Pounds,Peaches,0.12,83.37,0.02,6,0.02,0,0.02,11,86.09,0.02,,0,0.02,191,80,0.05,0
1983,Fruit for drying,Pounds,Peaches,0.24,83.37,0.04,6,0.04,0,0.04,11,86.09,0.03,,0,0.04,191,80,0.1,0
1984,Fruit for drying,Pounds,Peaches,0.24,83.37,0.04,6,0.04,0,0.04,11,86.09,0.03,,0,0.04,191,80,0.1,0
1985,Fruit for drying,Pounds,Peaches,0.12,83.37,0.02,6,0.02,0,0.02,11,86.09,0.02,,0,0.02,191,80,0.05,0
1986,Fruit for drying,Pounds,Peaches,0.06,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.02,0
1987,Fruit for drying,Pounds,Peaches,0.12,83.37,0.02,6,0.02,0,0.02,11,86.09,0.02,,0,0.02,191,80,0.05,0
1988,Fruit for drying,Pounds,Peaches,0.12,83.37,0.02,6,0.02,0,0.02,11,86.09,0.02,,0,0.02,191,80,0.05,0
1989,Fruit for drying,Pounds,Peaches,0.06,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.02,0
1990,Fruit for drying,Pounds,Peaches,0.06,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.02,0
1991,Fruit for drying,Pounds,Peaches,0.11,83.37,0.02,6,0.02,0,0.02,11,86.09,0.01,,0,0.02,191,80,0.04,0
1992,Fruit for drying,Pounds,Peaches,0.1,83.37,0.02,6,0.02,0,0.02,11,86.09,0.01,,0,0.02,191,80,0.04,0
1993,Fruit for drying,Pounds,Peaches,0.09,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.02,191,80,0.04,0
1994,Fruit for drying,Pounds,Peaches,0.07,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.03,0
1995,Fruit for drying,Pounds,Peaches,0.07,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.03,0
1996,Fruit for drying,Pounds,Peaches,0.08,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.03,0
1997,Fruit for drying,Pounds,Peaches,0.08,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.04,0
1998,Fruit for drying,Pounds,Peaches,0.07,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.03,0
1999,Fruit for drying,Pounds,Peaches,0.09,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.04,0
2000,Fruit for drying,Pounds,Peaches,0.07,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.03,0
2001,Fruit for drying,Pounds,Peaches,0.06,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.03,0
2002,Fruit for drying,Pounds,Peaches,0.07,83.37,0.01,6,0.01,0,0.01,11,86.09,0.01,,0,0.01,191,80,0.03,0
2003,Fruit for drying,Pounds,Peaches,0.26,83.37,0.04,6,0.04,0,0.04,11,86.09,0.04,,0,0.04,191,80,0.11,0
2004,Fruit for drying,Pounds,Peaches,0.23,83.37,0.04,6,0.04,0,0.04,11,86.09,0.03,,0,0.04,191,80,0.1,0
2005,Fruit for drying,Pounds,Peaches,0.23,83.37,0.04,6,0.04,0,0.04,11,86.09,0.03,,0,0.04,191,80,0.1,0
2006,Fruit for drying,Pounds,Peaches,0.14,83.37,0.02,6,0.02,0,0.02,11,86.09,0.02,,0,0.02,191,80,0.06,0
2007,Fruit for drying,Pounds,Peaches,0.29,83.37,0.05,6,0.04,0,0.04,11,86.09,0.04,,0,0.05,191,80,0.12,0
2008,Fruit for drying,Pounds,Peaches,0.27,83.37,0.05,6,0.04,0,0.04,11,86.09,0.04,,0,0.05,191,80,0.11,0
2009,Fruit for drying,Pounds,Peaches,0.18,83.37,0.03,6,0.03,0,0.03,11,86.09,0.02,,0,0.03,191,80,0.07,0
2010,Fruit for drying,Pounds,Peaches,0.37,83.37,0.06,6,0.06,0,0.06,11,86.09,0.05,,0,0.06,191,80,0.15,0
2011,Fruit for drying,Pounds,Peaches,0.16,83.37,0.03,6,0.02,0,0.02,11,86.09,0.02,,0,0.03,191,80,0.07,0
2012,Fruit for drying,Pounds,Peaches,0.18,83.37,0.03,6,0.03,0,0.03,11,86.09,0.02,,0,0.03,191,80,0.07,0
2013,Fruit for drying,Pounds,Peaches,0.22,83.37,0.04,6,0.03,0,0.03,11,86.09,0.03,,0,0.04,191,80,0.09,0
2014,Fruit for drying,Pounds,Peaches,0.16,83.37,0.03,6,0.03,0,0.03,11,86.09,0.02,,0,0.03,191,80,0.07,0
2015,Fruit for drying,Pounds,Peaches,0.31,83.37,0.05,6,0.05,0,0.05,11,86.09,0.04,,0,0.05,191,80,0.13,0
2016,Fruit for drying,Pounds,Peaches,0.2,83.37,0.03,6,0.03,0,0.03,11,86.09,0.03,,0,0.03,191,80,0.08,0
1970,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1971,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1972,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1973,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1974,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1975,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1976,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1977,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1978,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1979,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1980,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1981,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1982,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1983,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1984,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1985,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1986,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1987,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1988,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1989,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1990,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1991,Fruit for drying,Pounds,Pears,0.07,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1992,Fruit for drying,Pounds,Pears,0.07,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1993,Fruit for drying,Pounds,Pears,0.07,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1994,Fruit for drying,Pounds,Pears,0.06,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.03,0
1995,Fruit for drying,Pounds,Pears,0.04,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.02,0
1996,Fruit for drying,Pounds,Pears,0.03,84.15,0.01,6,0,0,0,11,86.74,0,,0,0.01,236,90,0.01,0
1997,Fruit for drying,Pounds,Pears,0.04,84.15,0.01,6,0.01,0,0.01,11,86.74,0,,0,0.01,236,90,0.02,0
1998,Fruit for drying,Pounds,Pears,0.05,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.02,0
1999,Fruit for drying,Pounds,Pears,0.05,84.15,0.01,6,0.01,0,0.01,11,86.74,0.01,,0,0.01,236,90,0.02,0
2000,Fruit for drying,Pounds,Pears,0.03,84.15,0,6,0,0,0,11,86.74,0,,0,0,236,90,0.01,0
2001,Fruit for drying,Pounds,Pears,0.02,84.15,0,6,0,0,0,11,86.74,0,,0,0,236,90,0.01,0
2002,Fruit for drying,Pounds,Pears,0.02,84.15,0,6,0,0,0,11,86.74,0,,0,0,236,90,0.01,0
2003,Fruit for drying,Pounds,Pears,0.03,84.15,0,6,0,0,0,11,86.74,0,,0,0,236,90,0.01,0
2004,Fruit for drying,Pounds,Pears,0.03,84.15,0,6,0,0,0,11,86.74,0,,0,0,236,90,0.01,0
2005,Fruit for drying,Pounds,Pears,0.02,84.15,0,6,0,0,0,11,86.74,0,,0,0,236,90,0.01,0
2006,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2007,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2008,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2009,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2010,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2011,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2012,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2013,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2014,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2015,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
2016,Fruit for drying,Pounds,Pears,,,,,,,,,,,,,,,,,
1970,Fruit for drying,Pounds,Plums,1.79,61.54,0.69,6,0.65,0,0.65,11,67.82,0.58,,0.03,0.72,209,87,1.72,0.01
1971,Fruit for drying,Pounds,Plums,1.51,61.54,0.58,6,0.55,0,0.55,11,67.82,0.49,,0.02,0.6,209,87,1.45,0.01
1972,Fruit for drying,Pounds,Plums,1.27,61.54,0.49,6,0.46,0,0.46,11,67.82,0.41,,0.02,0.51,209,87,1.22,0.01
1973,Fruit for drying,Pounds,Plums,1.43,61.54,0.55,6,0.52,0,0.52,11,67.82,0.46,,0.02,0.57,209,87,1.37,0.01
1974,Fruit for drying,Pounds,Plums,1.33,61.54,0.51,6,0.48,0,0.48,11,67.82,0.43,,0.02,0.53,209,87,1.27,0.01
1975,Fruit for drying,Pounds,Plums,1.56,61.54,0.6,6,0.56,0,0.56,11,67.82,0.5,,0.02,0.62,209,87,1.5,0.01
1976,Fruit for drying,Pounds,Plums,1.38,61.54,0.53,6,0.5,0,0.5,11,67.82,0.44,,0.02,0.55,209,87,1.32,0.01
1977,Fruit for drying,Pounds,Plums,1.27,61.54,0.49,6,0.46,0,0.46,11,67.82,0.41,,0.02,0.51,209,87,1.22,0.01
1978,Fruit for drying,Pounds,Plums,1.12,61.54,0.43,6,0.4,0,0.4,11,67.82,0.36,,0.02,0.45,209,87,1.07,0.01
1979,Fruit for drying,Pounds,Plums,0.99,61.54,0.38,6,0.36,0,0.36,11,67.82,0.32,,0.01,0.4,209,87,0.95,0
1980,Fruit for drying,Pounds,Plums,1.12,61.54,0.43,6,0.4,0,0.4,11,67.82,0.36,,0.02,0.45,209,87,1.07,0.01
1981,Fruit for drying,Pounds,Plums,1.2,61.54,0.46,6,0.43,0,0.43,11,67.82,0.38,,0.02,0.48,209,87,1.15,0.01
1982,Fruit for drying,Pounds,Plums,1.09,61.54,0.42,6,0.39,0,0.39,11,67.82,0.35,,0.02,0.44,209,87,1.05,0.01
1983,Fruit for drying,Pounds,Plums,1.22,61.54,0.47,6,0.44,0,0.44,11,67.82,0.39,,0.02,0.49,209,87,1.17,0.01
1984,Fruit for drying,Pounds,Plums,1.25,61.54,0.48,6,0.45,0,0.45,11,67.82,0.4,,0.02,0.5,209,87,1.2,0.01
1985,Fruit for drying,Pounds,Plums,1.27,61.54,0.49,6,0.46,0,0.46,11,67.82,0.41,,0.02,0.51,209,87,1.22,0.01
1986,Fruit for drying,Pounds,Plums,1.2,61.54,0.46,6,0.43,0,0.43,11,67.82,0.38,,0.02,0.48,209,87,1.15,0.01
1987,Fruit for drying,Pounds,Plums,1.66,61.54,0.64,6,0.6,0,0.6,11,67.82,0.54,,0.02,0.67,209,87,1.6,0.01
1988,Fruit for drying,Pounds,Plums,1.56,61.54,0.6,6,0.56,0,0.56,11,67.82,0.5,,0.02,0.62,209,87,1.5,0.01
1989,Fruit for drying,Pounds,Plums,1.92,61.54,0.74,6,0.7,0,0.7,11,67.82,0.62,,0.03,0.77,209,87,1.85,0.01
1990,Fruit for drying,Pounds,Plums,1.64,61.54,0.63,6,0.59,0,0.59,11,67.82,0.53,,0.02,0.65,209,87,1.57,0.01
1991,Fruit for drying,Pounds,Plums,1.67,61.54,0.64,6,0.6,0,0.6,11,67.82,0.54,,0.02,0.67,209,87,1.6,0.01
1992,Fruit for drying,Pounds,Plums,1.39,61.54,0.53,6,0.5,0,0.5,11,67.82,0.45,,0.02,0.56,209,87,1.34,0.01
1993,Fruit for drying,Pounds,Plums,1.14,61.54,0.44,6,0.41,0,0.41,11,67.82,0.37,,0.02,0.46,209,87,1.09,0.01
1994,Fruit for drying,Pounds,Plums,1.34,61.54,0.52,6,0.49,0,0.49,11,67.82,0.43,,0.02,0.54,209,87,1.29,0.01
1995,Fruit for drying,Pounds,Plums,1.32,61.54,0.51,6,0.48,0,0.48,11,67.82,0.42,,0.02,0.53,209,87,1.26,0.01
1996,Fruit for drying,Pounds,Plums,1.74,61.54,0.67,6,0.63,0,0.63,11,67.82,0.56,,0.02,0.7,209,87,1.67,0.01
1997,Fruit for drying,Pounds,Plums,1.37,61.54,0.53,6,0.5,0,0.5,11,67.82,0.44,,0.02,0.55,209,87,1.32,0.01
1998,Fruit for drying,Pounds,Plums,1.42,61.54,0.55,6,0.52,0,0.52,11,67.82,0.46,,0.02,0.57,209,87,1.37,0.01
1999,Fruit for drying,Pounds,Plums,1.04,61.54,0.4,6,0.37,0,0.37,11,67.82,0.33,,0.01,0.41,209,87,1,0
2000,Fruit for drying,Pounds,Plums,1.21,61.54,0.47,6,0.44,0,0.44,11,67.82,0.39,,0.02,0.48,209,87,1.16,0.01
2001,Fruit for drying,Pounds,Plums,1.18,61.54,0.45,6,0.43,0,0.43,11,67.82,0.38,,0.02,0.47,209,87,1.14,0.01
2002,Fruit for drying,Pounds,Plums,1.39,61.54,0.54,6,0.5,0,0.5,11,67.82,0.45,,0.02,0.56,209,87,1.34,0.01
2003,Fruit for drying,Pounds,Plums,1.15,61.54,0.44,6,0.42,0,0.42,11,67.82,0.37,,0.02,0.46,209,87,1.11,0.01
2004,Fruit for drying,Pounds,Plums,0.94,61.54,0.36,6,0.34,0,0.34,11,67.82,0.3,,0.01,0.38,209,87,0.9,0
2005,Fruit for drying,Pounds,Plums,0.92,61.54,0.35,6,0.33,0,0.33,11,67.82,0.3,,0.01,0.37,209,87,0.88,0
2006,Fruit for drying,Pounds,Plums,0.78,61.54,0.3,6,0.28,0,0.28,11,67.82,0.25,,0.01,0.31,209,87,0.75,0
2007,Fruit for drying,Pounds,Plums,0.76,61.54,0.29,6,0.28,0,0.28,11,67.82,0.25,,0.01,0.3,209,87,0.73,0
2008,Fruit for drying,Pounds,Plums,0.75,61.54,0.29,6,0.27,0,0.27,11,67.82,0.24,,0.01,0.3,209,87,0.73,0
2009,Fruit for drying,Pounds,Plums,0.83,61.54,0.32,6,0.3,0,0.3,11,67.82,0.27,,0.01,0.33,209,87,0.8,0
2010,Fruit for drying,Pounds,Plums,0.98,61.54,0.38,6,0.35,0,0.35,11,67.82,0.32,,0.01,0.39,209,87,0.94,0
2011,Fruit for drying,Pounds,Plums,1.23,61.54,0.47,6,0.45,0,0.45,11,67.82,0.4,,0.02,0.49,209,87,1.19,0.01
2012,Fruit for drying,Pounds,Plums,1.04,61.54,0.4,6,0.37,0,0.37,11,67.82,0.33,,0.01,0.41,209,87,0.99,0
2013,Fruit for drying,Pounds,Plums,1.1,61.54,0.42,6,0.4,0,0.4,11,67.82,0.36,,0.02,0.44,209,87,1.06,0.01
2014,Fruit for drying,Pounds,Plums,1.01,61.54,0.39,6,0.36,0,0.36,11,67.82,0.32,,0.01,0.4,209,87,0.97,0
2015,Fruit for drying,Pounds,Plums,1,61.54,0.39,6,0.36,0,0.36,11,67.82,0.32,,0.01,0.4,209,87,0.96,0
2016,Fruit for drying,Pounds,Plums,1.19,61.54,0.46,6,0.43,0,0.43,11,67.82,0.38,,0.02,0.47,209,87,1.14,0.01
1970,Fruit for drying,Pounds,Grapes,5.81,78.23,1.26,6,1.19,0,1.19,26,84.85,0.88,,0.04,1.09,217,72.5,3.27,0.02
1971,Fruit for drying,Pounds,Grapes,6.69,79.74,1.36,6,1.27,0,1.27,26,85.9,0.94,,0.04,1.17,217,72.5,3.51,0.02
1972,Fruit for drying,Pounds,Grapes,4.26,77.36,0.97,6,0.91,0,0.91,26,84.25,0.67,,0.03,0.83,217,72.5,2.5,0.01
1973,Fruit for drying,Pounds,Grapes,6.36,79.24,1.32,6,1.24,0,1.24,26,85.56,0.92,,0.04,1.14,217,72.5,3.42,0.02
1974,Fruit for drying,Pounds,Grapes,6.42,78.21,1.4,6,1.32,0,1.32,26,84.84,0.97,,0.04,1.21,217,72.5,3.62,0.02
1975,Fruit for drying,Pounds,Grapes,6.38,79.54,1.31,6,1.23,0,1.23,26,85.77,0.91,,0.04,1.13,217,72.5,3.38,0.02
1976,Fruit for drying,Pounds,Grapes,9.72,86.74,1.29,6,1.21,0,1.21,26,90.78,0.9,,0.04,1.11,217,72.5,3.33,0.02
1977,Fruit for drying,Pounds,Grapes,6.29,79.89,1.27,6,1.19,0,1.19,26,86.01,0.88,,0.04,1.09,217,72.5,3.27,0.02
1978,Fruit for drying,Pounds,Grapes,5.31,79.06,1.11,6,1.05,0,1.05,26,85.43,0.77,,0.03,0.96,217,72.5,2.88,0.01
1979,Fruit for drying,Pounds,Grapes,6.77,80.38,1.33,6,1.25,0,1.25,26,86.35,0.92,,0.04,1.15,217,72.5,3.44,0.02
1980,Fruit for drying,Pounds,Grapes,8.54,82.68,1.48,6,1.39,0,1.39,26,87.95,1.03,,0.05,1.28,217,72.5,3.83,0.02
1981,Fruit for drying,Pounds,Grapes,6.6,76.74,1.53,6,1.44,0,1.44,26,83.82,1.07,,0.05,1.33,217,72.5,3.97,0.02
1982,Fruit for drying,Pounds,Grapes,8.81,82.6,1.53,6,1.44,0,1.44,26,87.9,1.07,,0.05,1.33,217,72.5,3.97,0.02
1983,Fruit for drying,Pounds,Grapes,7.86,79.72,1.6,6,1.5,0,1.5,26,85.89,1.11,,0.05,1.38,217,72.5,4.13,0.02
1984,Fruit for drying,Pounds,Grapes,8.75,78.09,1.92,6,1.8,0,1.8,26,84.76,1.33,,0.06,1.66,217,72.5,4.96,0.02
1985,Fruit for drying,Pounds,Grapes,9.46,79.51,1.94,6,1.82,0,1.82,26,85.75,1.35,,0.06,1.68,217,72.5,5.01,0.02
1986,Fruit for drying,Pounds,Grapes,8.4,78.03,1.84,6,1.73,0,1.73,26,84.72,1.28,,0.06,1.59,217,72.5,4.77,0.02
1987,Fruit for drying,Pounds,Grapes,8.1,76.57,1.9,6,1.78,0,1.78,26,83.7,1.32,,0.06,1.64,217,72.5,4.91,0.02
1988,Fruit for drying,Pounds,Grapes,10.95,80.88,2.09,6,1.97,0,1.97,26,86.7,1.46,,0.06,1.81,217,72.5,5.42,0.02
1989,Fruit for drying,Pounds,Grapes,8.91,78.22,1.94,6,1.82,0,1.82,26,84.85,1.35,,0.06,1.68,217,72.5,5.02,0.02
1990,Fruit for drying,Pounds,Grapes,8.45,78.5,1.82,6,1.71,0,1.71,26,85.04,1.26,,0.06,1.57,217,72.5,4.7,0.02
1991,Fruit for drying,Pounds,Grapes,8.59,79.14,1.79,6,1.68,0,1.68,26,85.49,1.25,,0.05,1.55,217,72.5,4.64,0.02
1992,Fruit for drying,Pounds,Grapes,6.93,76.49,1.63,6,1.53,0,1.53,26,83.65,1.13,,0.05,1.41,217,72.5,4.21,0.02
1993,Fruit for drying,Pounds,Grapes,8.57,78.22,1.87,6,1.75,0,1.75,26,84.85,1.3,,0.06,1.61,217,72.5,4.83,0.02
1994,Fruit for drying,Pounds,Grapes,8.23,78.97,1.73,6,1.63,0,1.63,26,85.37,1.2,,0.05,1.5,217,72.5,4.48,0.02
1995,Fruit for drying,Pounds,Grapes,8.94,81.28,1.67,6,1.57,0,1.57,26,86.98,1.16,,0.05,1.45,217,72.5,4.33,0.02
1996,Fruit for drying,Pounds,Grapes,7.09,77.61,1.59,6,1.49,0,1.49,26,84.43,1.1,,0.05,1.37,217,72.5,4.11,0.02
1997,Fruit for drying,Pounds,Grapes,7.01,77.22,1.6,6,1.5,0,1.5,26,84.15,1.11,,0.05,1.38,217,72.5,4.13,0.02
1998,Fruit for drying,Pounds,Grapes,8.22,80.03,1.64,6,1.54,0,1.54,26,86.11,1.14,,0.05,1.42,217,72.5,4.25,0.02
1999,Fruit for drying,Pounds,Grapes,7.04,77.35,1.59,6,1.5,0,1.5,26,84.24,1.11,,0.05,1.38,217,72.5,4.13,0.02
2000,Fruit for drying,Pounds,Grapes,7.17,78.73,1.52,6,1.43,0,1.43,26,85.2,1.06,,0.05,1.32,217,72.5,3.94,0.02
2001,Fruit for drying,Pounds,Grapes,6.54,77.33,1.48,6,1.39,0,1.39,26,84.23,1.03,,0.05,1.28,217,72.5,3.84,0.02
2002,Fruit for drying,Pounds,Grapes,7.08,78.13,1.55,6,1.45,0,1.45,26,84.79,1.08,,0.05,1.34,217,72.5,4,0.02
2003,Fruit for drying,Pounds,Grapes,6.61,79.15,1.38,6,1.3,0,1.3,26,85.49,0.96,,0.04,1.19,217,72.5,3.57,0.02
2004,Fruit for drying,Pounds,Grapes,6.41,76.27,1.52,6,1.43,0,1.43,26,83.49,1.06,,0.05,1.32,217,72.5,3.94,0.02
2005,Fruit for drying,Pounds,Grapes,7.03,79.27,1.46,6,1.37,0,1.37,26,85.58,1.01,,0.04,1.26,217,72.5,3.77,0.02
2006,Fruit for drying,Pounds,Grapes,7.5,79.73,1.52,6,1.43,0,1.43,26,85.9,1.06,,0.05,1.31,217,72.5,3.93,0.02
2007,Fruit for drying,Pounds,Grapes,6.87,78.55,1.47,6,1.39,0,1.39,26,85.08,1.03,,0.04,1.27,217,72.5,3.81,0.02
2008,Fruit for drying,Pounds,Grapes,6.91,80.04,1.38,6,1.3,0,1.3,26,86.11,0.96,,0.04,1.19,217,72.5,3.57,0.02
2009,Fruit for drying,Pounds,Grapes,6.32,78.73,1.35,6,1.26,0,1.26,26,85.2,0.94,,0.04,1.16,217,72.5,3.48,0.02
2010,Fruit for drying,Pounds,Grapes,6.27,78.95,1.32,6,1.24,0,1.24,26,85.36,0.92,,0.04,1.14,217,72.5,3.42,0.02
2011,Fruit for drying,Pounds,Grapes,6.63,80.03,1.32,6,1.24,0,1.24,26,86.11,0.92,,0.04,1.14,217,72.5,3.43,0.02
2012,Fruit for drying,Pounds,Grapes,6.02,77.99,1.32,6,1.25,0,1.25,26,84.69,0.92,,0.04,1.15,217,72.5,3.43,0.02
2013,Fruit for drying,Pounds,Grapes,6.75,79.49,1.38,6,1.3,0,1.3,26,85.73,0.96,,0.04,1.2,217,72.5,3.58,0.02
2014,Fruit for drying,Pounds,Grapes,6.61,79.85,1.33,6,1.25,0,1.25,26,85.99,0.93,,0.04,1.15,217,72.5,3.45,0.02
2015,Fruit for drying,Pounds,Grapes,7.05,80.5,1.37,6,1.29,0,1.29,26,86.44,0.96,,0.04,1.19,217,72.5,3.56,0.02
2016,Fruit for drying,Pounds,Grapes,6.19,78.32,1.34,6,1.26,0,1.26,26,84.92,0.93,,0.04,1.16,217,72.5,3.47,0.02
1970,Fruit for juice,Pounds,Grapefruit,11.24,55.8,4.97,6,4.67,0,4.67,10,62.61,4.2,0.48,0.18,5.22,96,247,2.03,0.02
1971,Fruit for juice,Pounds,Grapefruit,12.66,53.54,5.88,6,5.53,0,5.53,10,60.7,4.97,0.57,0.22,6.18,96,247,2.4,0.03
1972,Fruit for juice,Pounds,Grapefruit,12.47,53.32,5.82,6,5.47,0,5.47,10,60.5,4.93,0.57,0.22,6.12,96,247,2.38,0.02
1973,Fruit for juice,Pounds,Grapefruit,13.04,52.31,6.22,6,5.85,0,5.85,10,59.66,5.26,0.6,0.23,6.54,96,247,2.54,0.03
1974,Fruit for juice,Pounds,Grapefruit,12.29,51.76,5.93,6,5.57,0,5.57,10,59.19,5.02,0.58,0.22,6.23,96,247,2.42,0.03
1975,Fruit for juice,Pounds,Grapefruit,13.19,53.28,6.16,6,5.79,0,5.79,10,60.47,5.21,0.6,0.23,6.48,96,247,2.52,0.03
1976,Fruit for juice,Pounds,Grapefruit,10.45,53.43,4.87,6,4.57,0,4.57,10,60.6,4.12,0.47,0.18,5.12,96,247,1.99,0.02
1977,Fruit for juice,Pounds,Grapefruit,14.38,54.85,6.49,6,6.1,0,6.1,10,61.8,5.49,0.63,0.24,6.83,96,247,2.65,0.03
1978,Fruit for juice,Pounds,Grapefruit,16.01,56.94,6.89,6,6.48,0,6.48,10,63.57,5.83,0.67,0.26,7.25,96,247,2.82,0.03
1979,Fruit for juice,Pounds,Grapefruit,14.09,53.02,6.62,6,6.22,0,6.22,10,60.25,5.6,0.64,0.25,6.96,96,247,2.7,0.03
1980,Fruit for juice,Pounds,Grapefruit,10.2,50.75,5.02,6,4.72,0,4.72,10,58.34,4.25,0.49,0.19,5.28,96,247,2.05,0.02
1981,Fruit for juice,Pounds,Grapefruit,13.03,52.01,6.25,6,5.88,0,5.88,10,59.4,5.29,0.61,0.23,6.58,96,247,2.56,0.03
