Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (gals/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
1978,Fruit for fresh,Pounds,Kiwi,,,,,,,,,,,,,,,,,
1979,Fruit for fresh,Pounds,Kiwi,,,,,,,,,,,,,,,,,
1980,Fruit for fresh,Pounds,Kiwi,,,,,,,,,,,,,,,,,
1981,Fruit for fresh,Pounds,Kiwi,,,,,,,,,,,,,,,,,
1982,Fruit for fresh,Pounds,Kiwi,0.1,9,0.09,12.66,0.08,14,0.07,45,62.4,0.04,,0,0.05,76,124.5,0.03,0
1983,Fruit for fresh,Pounds,Kiwi,0.1,9,0.09,12.66,0.08,14,0.07,45,62.4,0.04,,0,0.05,76,124.5,0.03,0
1984,Fruit for fresh,Pounds,Kiwi,0.14,9,0.13,12.66,0.11,14,0.1,45,62.4,0.05,,0,0.07,76,124.5,0.04,0
1985,Fruit for fresh,Pounds,Kiwi,0.18,9,0.17,12.66,0.14,14,0.12,45,62.4,0.07,,0,0.08,76,124.5,0.05,0
1986,Fruit for fresh,Pounds,Kiwi,0.21,9,0.19,12.66,0.16,14,0.14,45,62.4,0.08,,0,0.1,76,124.5,0.06,0
1987,Fruit for fresh,Pounds,Kiwi,0.28,9,0.26,12.66,0.22,14,0.19,45,62.4,0.11,,0,0.13,76,124.5,0.08,0
1988,Fruit for fresh,Pounds,Kiwi,0.33,9,0.3,12.66,0.26,14,0.22,45,62.4,0.12,,0.01,0.15,76,124.5,0.09,0
1989,Fruit for fresh,Pounds,Kiwi,0.48,9,0.43,12.66,0.38,14,0.33,45,62.4,0.18,,0.01,0.22,76,124.5,0.14,0
1990,Fruit for fresh,Pounds,Kiwi,0.48,9,0.44,12.66,0.38,14,0.33,45,62.4,0.18,,0.01,0.22,76,124.5,0.14,0
1991,Fruit for fresh,Pounds,Kiwi,0.32,9,0.29,12.66,0.26,14,0.22,45,62.4,0.12,,0.01,0.15,76,124.5,0.09,0
1992,Fruit for fresh,Pounds,Kiwi,0.51,9,0.47,12.66,0.41,14,0.35,45,62.4,0.19,,0.01,0.24,76,124.5,0.15,0
1993,Fruit for fresh,Pounds,Kiwi,0.52,9,0.47,12.66,0.41,14,0.35,45,62.4,0.19,,0.01,0.24,76,124.5,0.15,0
1994,Fruit for fresh,Pounds,Kiwi,0.51,9,0.47,12.66,0.41,14,0.35,45,62.4,0.19,,0.01,0.24,76,124.5,0.15,0
1995,Fruit for fresh,Pounds,Kiwi,0.51,9,0.46,12.66,0.4,14,0.35,45,62.4,0.19,,0.01,0.24,76,124.5,0.14,0
1996,Fruit for fresh,Pounds,Kiwi,0.46,9,0.42,12.66,0.36,14,0.31,45,62.4,0.17,,0.01,0.21,76,124.5,0.13,0
1997,Fruit for fresh,Pounds,Kiwi,0.52,9,0.48,12.66,0.42,14,0.36,45,62.4,0.2,,0.01,0.24,76,124.5,0.15,0
1998,Fruit for fresh,Pounds,Kiwi,0.53,9,0.48,12.66,0.42,14,0.36,45,62.4,0.2,,0.01,0.25,76,124.5,0.15,0
1999,Fruit for fresh,Pounds,Kiwi,0.52,9,0.47,12.66,0.41,14,0.35,45,62.4,0.19,,0.01,0.24,76,124.5,0.15,0
2000,Fruit for fresh,Pounds,Kiwi,0.56,9,0.51,12.66,0.45,14,0.39,45,62.4,0.21,,0.01,0.26,76,124.5,0.16,0
2001,Fruit for fresh,Pounds,Kiwi,0.44,9,0.4,12.66,0.35,14,0.3,45,62.4,0.17,,0.01,0.21,76,124.5,0.13,0
2002,Fruit for fresh,Pounds,Kiwi,0.38,9,0.34,12.66,0.3,14,0.26,45,62.4,0.14,,0.01,0.18,76,124.5,0.11,0
2003,Fruit for fresh,Pounds,Kiwi,0.38,9,0.35,12.66,0.3,14,0.26,45,62.4,0.14,,0.01,0.18,76,124.5,0.11,0
2004,Fruit for fresh,Pounds,Kiwi,0.41,9,0.37,12.66,0.32,14,0.28,45,62.4,0.15,,0.01,0.19,76,124.5,0.12,0
2005,Fruit for fresh,Pounds,Kiwi,0.45,9,0.41,12.66,0.35,14,0.31,45,62.4,0.17,,0.01,0.21,76,124.5,0.13,0
2006,Fruit for fresh,Pounds,Kiwi,0.47,9,0.43,12.66,0.37,14,0.32,45,62.4,0.18,,0.01,0.22,76,124.5,0.13,0
2007,Fruit for fresh,Pounds,Kiwi,0.44,9,0.4,13.07,0.35,14,0.3,45,62.58,0.16,,0.01,0.2,76,124.5,0.12,0
2008,Fruit for fresh,Pounds,Kiwi,0.46,9,0.42,13.48,0.37,14,0.31,45,62.76,0.17,,0.01,0.21,76,124.5,0.13,0
2009,Fruit for fresh,Pounds,Kiwi,0.5,9,0.46,13.89,0.39,14,0.34,45,62.94,0.19,,0.01,0.23,76,124.5,0.14,0
2010,Fruit for fresh,Pounds,Kiwi,0.5,9,0.45,14.31,0.39,14,0.33,45,63.11,0.18,,0.01,0.23,76,124.5,0.14,0
2011,Fruit for fresh,Pounds,Kiwi,0.58,9,0.53,14.72,0.45,14,0.39,45,63.29,0.21,,0.01,0.26,76,124.5,0.16,0
2012,Fruit for fresh,Pounds,Kiwi,0.54,9,0.5,14.72,0.42,14,0.36,45,63.29,0.2,,0.01,0.25,76,124.5,0.15,0
2013,Fruit for fresh,Pounds,Kiwi,0.46,9,0.42,14.72,0.35,14,0.3,45,63.29,0.17,,0.01,0.21,76,124.5,0.13,0
2014,Fruit for fresh,Pounds,Kiwi,0.56,9,0.51,14.72,0.43,14,0.37,45,63.29,0.2,,0.01,0.25,76,124.5,0.15,0
2015,Fruit for fresh,Pounds,Kiwi,0.63,9,0.57,14.72,0.49,14,0.42,45,63.29,0.23,,0.01,0.29,76,124.5,0.18,0
2016,Fruit for fresh,Pounds,Kiwi,0.57,9,0.52,14.72,0.45,14,0.38,45,63.29,0.21,,0.01,0.26,76,124.5,0.16,0
1970,Fruit for fresh,Pounds,Mangoes,0.07,5,0.07,14.47,0.06,31,0.04,13,51.22,0.04,,0,0.05,99,165,0.03,0
1971,Fruit for fresh,Pounds,Mangoes,0.09,5,0.08,14.47,0.07,31,0.05,13,51.22,0.04,,0,0.05,99,165,0.03,0
1972,Fruit for fresh,Pounds,Mangoes,0.09,5,0.08,14.47,0.07,31,0.05,13,51.22,0.04,,0,0.05,99,165,0.03,0
1973,Fruit for fresh,Pounds,Mangoes,0.11,5,0.11,14.47,0.09,31,0.06,13,51.22,0.05,,0,0.07,99,165,0.04,0
1974,Fruit for fresh,Pounds,Mangoes,0.13,5,0.12,14.47,0.1,31,0.07,13,51.22,0.06,,0,0.08,99,165,0.05,0
1975,Fruit for fresh,Pounds,Mangoes,0.16,5,0.16,14.47,0.13,31,0.09,13,51.22,0.08,,0,0.1,99,165,0.06,0
1976,Fruit for fresh,Pounds,Mangoes,0.19,5,0.18,14.47,0.16,31,0.11,13,51.22,0.09,,0,0.12,99,165,0.07,0
1977,Fruit for fresh,Pounds,Mangoes,0.15,5,0.14,14.47,0.12,31,0.08,13,51.22,0.07,,0,0.09,99,165,0.05,0
1978,Fruit for fresh,Pounds,Mangoes,0.21,5,0.2,14.47,0.17,31,0.12,13,51.22,0.1,,0,0.13,99,165,0.08,0
1979,Fruit for fresh,Pounds,Mangoes,0.21,5,0.2,14.47,0.17,31,0.12,13,51.22,0.1,,0,0.13,99,165,0.08,0
1980,Fruit for fresh,Pounds,Mangoes,0.25,5,0.24,14.47,0.2,31,0.14,13,51.22,0.12,,0.01,0.15,99,165,0.09,0
1981,Fruit for fresh,Pounds,Mangoes,0.2,5,0.19,14.47,0.16,31,0.11,13,51.22,0.1,,0,0.12,99,165,0.07,0
1982,Fruit for fresh,Pounds,Mangoes,0.29,5,0.28,14.47,0.24,31,0.16,13,51.22,0.14,,0.01,0.18,99,165,0.11,0
1983,Fruit for fresh,Pounds,Mangoes,0.43,5,0.41,14.47,0.35,31,0.24,13,51.22,0.21,,0.01,0.26,99,165,0.16,0
1984,Fruit for fresh,Pounds,Mangoes,0.43,5,0.41,14.47,0.35,31,0.24,13,51.22,0.21,,0.01,0.26,99,165,0.16,0
1985,Fruit for fresh,Pounds,Mangoes,0.43,5,0.41,14.47,0.35,31,0.24,13,51.22,0.21,,0.01,0.26,99,165,0.16,0
1986,Fruit for fresh,Pounds,Mangoes,0.49,5,0.46,14.47,0.4,31,0.27,13,51.22,0.24,,0.01,0.29,99,165,0.18,0
1987,Fruit for fresh,Pounds,Mangoes,0.56,5,0.53,14.47,0.45,31,0.31,13,51.22,0.27,,0.01,0.34,99,165,0.2,0
1988,Fruit for fresh,Pounds,Mangoes,0.38,5,0.36,14.47,0.31,31,0.21,13,51.22,0.18,,0.01,0.23,99,165,0.14,0
1989,Fruit for fresh,Pounds,Mangoes,0.51,5,0.48,14.47,0.41,31,0.29,13,51.22,0.25,,0.01,0.31,99,165,0.19,0
1990,Fruit for fresh,Pounds,Mangoes,0.54,5,0.51,14.47,0.44,31,0.3,13,51.22,0.26,,0.01,0.32,99,165,0.19,0
1991,Fruit for fresh,Pounds,Mangoes,0.85,5,0.81,14.47,0.69,31,0.48,13,51.22,0.42,,0.02,0.52,99,165,0.31,0
1992,Fruit for fresh,Pounds,Mangoes,0.67,5,0.64,14.47,0.55,31,0.38,13,51.22,0.33,,0.01,0.41,99,165,0.24,0
1993,Fruit for fresh,Pounds,Mangoes,0.89,5,0.85,14.47,0.72,31,0.5,13,51.22,0.43,,0.02,0.54,99,165,0.32,0
1994,Fruit for fresh,Pounds,Mangoes,0.97,5,0.92,14.47,0.79,31,0.54,13,51.22,0.47,,0.02,0.59,99,165,0.35,0
1995,Fruit for fresh,Pounds,Mangoes,1.12,5,1.06,14.47,0.91,31,0.63,13,51.22,0.55,,0.02,0.68,99,165,0.41,0
1996,Fruit for fresh,Pounds,Mangoes,1.34,5,1.27,14.47,1.09,31,0.75,13,51.22,0.65,,0.03,0.81,99,165,0.49,0
1997,Fruit for fresh,Pounds,Mangoes,1.43,5,1.36,14.47,1.17,31,0.8,13,51.22,0.7,,0.03,0.87,99,165,0.52,0.01
1998,Fruit for fresh,Pounds,Mangoes,1.49,5,1.42,14.47,1.21,31,0.84,13,51.22,0.73,,0.03,0.9,99,165,0.54,0.01
1999,Fruit for fresh,Pounds,Mangoes,1.62,5,1.54,14.47,1.32,31,0.91,13,51.22,0.79,,0.03,0.98,99,165,0.59,0.01
2000,Fruit for fresh,Pounds,Mangoes,1.75,5,1.67,14.47,1.42,31,0.98,13,51.22,0.86,,0.04,1.06,99,165,0.64,0.01
2001,Fruit for fresh,Pounds,Mangoes,1.79,5,1.7,14.47,1.45,31,1,13,51.22,0.87,,0.04,1.08,99,165,0.65,0.01
2002,Fruit for fresh,Pounds,Mangoes,1.97,5,1.88,14.47,1.6,31,1.11,13,51.22,0.96,,0.04,1.2,99,165,0.72,0.01
2003,Fruit for fresh,Pounds,Mangoes,2.06,5,1.96,14.47,1.67,31,1.16,13,51.22,1.01,,0.04,1.25,99,165,0.75,0.01
2004,Fruit for fresh,Pounds,Mangoes,2.02,5,1.92,14.47,1.64,31,1.13,13,51.22,0.98,,0.04,1.22,99,165,0.73,0.01
2005,Fruit for fresh,Pounds,Mangoes,1.88,5,1.79,14.47,1.53,31,1.05,13,51.22,0.92,,0.04,1.14,99,165,0.68,0.01
2006,Fruit for fresh,Pounds,Mangoes,2.1,5,1.99,14.47,1.71,31,1.18,13,51.22,1.02,,0.04,1.27,99,165,0.76,0.01
2007,Fruit for fresh,Pounds,Mangoes,2.1,5,2,15.79,1.68,31,1.16,13,51.97,1.01,,0.04,1.26,99,165,0.75,0.01
2008,Fruit for fresh,Pounds,Mangoes,2.1,5,2,17.11,1.66,31,1.14,13,52.73,0.99,,0.04,1.24,99,165,0.74,0.01
2009,Fruit for fresh,Pounds,Mangoes,2.02,5,1.92,18.43,1.56,31,1.08,13,53.48,0.94,,0.04,1.17,99,165,0.7,0.01
2010,Fruit for fresh,Pounds,Mangoes,2.24,5,2.12,19.75,1.7,31,1.18,13,54.23,1.02,,0.04,1.27,99,165,0.76,0.01
2011,Fruit for fresh,Pounds,Mangoes,2.53,5,2.41,21.07,1.9,31,1.31,13,54.99,1.14,,0.05,1.42,99,165,0.85,0.01
2012,Fruit for fresh,Pounds,Mangoes,2.49,5,2.36,21.07,1.87,31,1.29,13,54.99,1.12,,0.05,1.39,99,165,0.84,0.01
2013,Fruit for fresh,Pounds,Mangoes,2.87,5,2.73,21.07,2.15,31,1.49,13,54.99,1.29,,0.06,1.61,99,165,0.96,0.01
2014,Fruit for fresh,Pounds,Mangoes,2.52,5,2.39,21.07,1.89,31,1.3,13,54.99,1.13,,0.05,1.41,99,165,0.84,0.01
2015,Fruit for fresh,Pounds,Mangoes,2.6,5,2.47,21.07,1.95,31,1.34,13,54.99,1.17,,0.05,1.45,99,165,0.87,0.01
2016,Fruit for fresh,Pounds,Mangoes,2.96,5,2.82,21.07,2.22,31,1.53,13,54.99,1.33,,0.06,1.66,99,165,0.99,0.01
1970,Fruit for fresh,Pounds,Papaya,0.12,5,0.11,54.89,0.05,33,0.03,20,77.03,0.03,,0,0.03,62,145,0.01,0
1971,Fruit for fresh,Pounds,Papaya,0.1,5,0.09,54.89,0.04,33,0.03,20,77.03,0.02,,0,0.03,62,145,0.01,0
1972,Fruit for fresh,Pounds,Papaya,0.11,5,0.11,54.89,0.05,33,0.03,20,77.03,0.03,,0,0.03,62,145,0.01,0
1973,Fruit for fresh,Pounds,Papaya,0.14,5,0.13,54.89,0.06,33,0.04,20,77.03,0.03,,0,0.04,62,145,0.02,0
1974,Fruit for fresh,Pounds,Papaya,0.16,5,0.15,54.89,0.07,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1975,Fruit for fresh,Pounds,Papaya,0.16,5,0.16,54.89,0.07,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1976,Fruit for fresh,Pounds,Papaya,0.2,5,0.19,54.89,0.09,33,0.06,20,77.03,0.05,,0,0.06,62,145,0.02,0
1977,Fruit for fresh,Pounds,Papaya,0.25,5,0.24,54.89,0.11,33,0.07,20,77.03,0.06,,0,0.07,62,145,0.03,0
1978,Fruit for fresh,Pounds,Papaya,0.25,5,0.24,54.89,0.11,33,0.07,20,77.03,0.06,,0,0.07,62,145,0.03,0
1979,Fruit for fresh,Pounds,Papaya,0.17,5,0.16,54.89,0.07,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1980,Fruit for fresh,Pounds,Papaya,0.21,5,0.2,54.89,0.09,33,0.06,20,77.03,0.05,,0,0.06,62,145,0.03,0
1981,Fruit for fresh,Pounds,Papaya,0.22,5,0.21,54.89,0.09,33,0.06,20,77.03,0.05,,0,0.06,62,145,0.03,0
1982,Fruit for fresh,Pounds,Papaya,0.15,5,0.15,54.89,0.07,33,0.04,20,77.03,0.04,,0,0.04,62,145,0.02,0
1983,Fruit for fresh,Pounds,Papaya,0.18,5,0.17,54.89,0.08,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1984,Fruit for fresh,Pounds,Papaya,0.26,5,0.25,54.89,0.11,33,0.07,20,77.03,0.06,,0,0.07,62,145,0.03,0
1985,Fruit for fresh,Pounds,Papaya,0.18,5,0.17,54.89,0.08,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1986,Fruit for fresh,Pounds,Papaya,0.18,5,0.17,54.89,0.08,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1987,Fruit for fresh,Pounds,Papaya,0.19,5,0.18,54.89,0.08,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1988,Fruit for fresh,Pounds,Papaya,0.16,5,0.15,54.89,0.07,33,0.04,20,77.03,0.04,,0,0.04,62,145,0.02,0
1989,Fruit for fresh,Pounds,Papaya,0.14,5,0.13,54.89,0.06,33,0.04,20,77.03,0.03,,0,0.04,62,145,0.02,0
1990,Fruit for fresh,Pounds,Papaya,0.18,5,0.17,54.89,0.08,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1991,Fruit for fresh,Pounds,Papaya,0.17,5,0.16,54.89,0.07,33,0.05,20,77.03,0.04,,0,0.05,62,145,0.02,0
1992,Fruit for fresh,Pounds,Papaya,0.24,5,0.23,54.89,0.1,33,0.07,20,77.03,0.05,,0,0.07,62,145,0.03,0
1993,Fruit for fresh,Pounds,Papaya,0.28,5,0.27,54.89,0.12,33,0.08,20,77.03,0.06,,0,0.08,62,145,0.03,0
1994,Fruit for fresh,Pounds,Papaya,0.3,5,0.29,54.89,0.13,33,0.09,20,77.03,0.07,,0,0.09,62,145,0.04,0
1995,Fruit for fresh,Pounds,Papaya,0.37,5,0.35,54.89,0.16,33,0.11,20,77.03,0.08,,0,0.1,62,145,0.04,0
1996,Fruit for fresh,Pounds,Papaya,0.54,5,0.52,54.89,0.23,33,0.16,20,77.03,0.12,,0.01,0.15,62,145,0.07,0
1997,Fruit for fresh,Pounds,Papaya,0.47,5,0.45,54.89,0.2,33,0.13,20,77.03,0.11,,0,0.13,62,145,0.06,0
1998,Fruit for fresh,Pounds,Papaya,0.47,5,0.44,54.89,0.2,33,0.13,20,77.03,0.11,,0,0.13,62,145,0.06,0
1999,Fruit for fresh,Pounds,Papaya,0.62,5,0.59,54.89,0.27,33,0.18,20,77.03,0.14,,0.01,0.18,62,145,0.08,0
2000,Fruit for fresh,Pounds,Papaya,0.68,5,0.65,54.89,0.29,33,0.2,20,77.03,0.16,,0.01,0.19,62,145,0.08,0
2001,Fruit for fresh,Pounds,Papaya,0.78,5,0.75,54.89,0.34,33,0.23,20,77.03,0.18,,0.01,0.22,62,145,0.1,0
2002,Fruit for fresh,Pounds,Papaya,0.79,5,0.75,54.89,0.34,33,0.23,20,77.03,0.18,,0.01,0.23,62,145,0.1,0
2003,Fruit for fresh,Pounds,Papaya,0.87,5,0.83,54.89,0.37,33,0.25,20,77.03,0.2,,0.01,0.25,62,145,0.11,0
2004,Fruit for fresh,Pounds,Papaya,1.03,5,0.98,54.89,0.44,33,0.3,20,77.03,0.24,,0.01,0.29,62,145,0.13,0
2005,Fruit for fresh,Pounds,Papaya,0.94,5,0.89,54.89,0.4,33,0.27,20,77.03,0.21,,0.01,0.27,62,145,0.11,0
2006,Fruit for fresh,Pounds,Papaya,1.04,5,0.99,54.89,0.44,33,0.3,20,77.03,0.24,,0.01,0.3,62,145,0.13,0
2007,Fruit for fresh,Pounds,Papaya,1.08,5,1.03,52.53,0.49,33,0.33,20,75.83,0.26,,0.01,0.33,62,145,0.14,0
2008,Fruit for fresh,Pounds,Papaya,0.98,5,0.93,50.16,0.46,33,0.31,20,74.62,0.25,,0.01,0.31,62,145,0.13,0
2009,Fruit for fresh,Pounds,Papaya,1.2,5,1.14,47.8,0.59,33,0.4,20,73.42,0.32,,0.01,0.39,62,145,0.17,0
2010,Fruit for fresh,Pounds,Papaya,1.17,5,1.11,45.44,0.6,33,0.41,20,72.22,0.32,,0.01,0.4,62,145,0.17,0
2011,Fruit for fresh,Pounds,Papaya,1.05,5,1,43.07,0.57,33,0.38,20,71.01,0.3,,0.01,0.38,62,145,0.16,0
2012,Fruit for fresh,Pounds,Papaya,0.97,5,0.92,43.07,0.52,33,0.35,20,71.01,0.28,,0.01,0.35,62,145,0.15,0
2013,Fruit for fresh,Pounds,Papaya,1.12,5,1.06,43.07,0.61,33,0.41,20,71.01,0.32,,0.01,0.4,62,145,0.17,0
2014,Fruit for fresh,Pounds,Papaya,1.14,5,1.08,43.07,0.62,33,0.41,20,71.01,0.33,,0.01,0.41,62,145,0.18,0
2015,Fruit for fresh,Pounds,Papaya,1.33,5,1.26,43.07,0.72,33,0.48,20,71.01,0.38,,0.02,0.48,62,145,0.2,0
2016,Fruit for fresh,Pounds,Papaya,1.43,5,1.36,43.07,0.77,33,0.52,20,71.01,0.41,,0.02,0.51,62,145,0.22,0
1970,Fruit for fresh,Pounds,Peaches,5.82,5,5.53,11.91,4.87,7,4.53,42,54.86,2.63,,0.12,3.26,66,149.5,1.44,0.02
1971,Fruit for fresh,Pounds,Peaches,5.66,5,5.37,11.91,4.73,7,4.4,42,54.86,2.55,,0.11,3.17,66,149.5,1.4,0.02
1972,Fruit for fresh,Pounds,Peaches,3.88,5,3.69,11.91,3.25,7,3.02,42,54.86,1.75,,0.08,2.18,66,149.5,0.96,0.01
1973,Fruit for fresh,Pounds,Peaches,4.26,5,4.05,11.91,3.57,7,3.32,42,54.86,1.92,,0.08,2.39,66,149.5,1.06,0.02
1974,Fruit for fresh,Pounds,Peaches,4.34,5,4.12,11.91,3.63,7,3.37,42,54.86,1.96,,0.09,2.43,66,149.5,1.07,0.02
1975,Fruit for fresh,Pounds,Peaches,4.98,5,4.73,11.91,4.17,7,3.88,42,54.86,2.25,,0.1,2.79,66,149.5,1.23,0.02
1976,Fruit for fresh,Pounds,Peaches,5.14,5,4.88,11.91,4.3,7,4,42,54.86,2.32,,0.1,2.88,66,149.5,1.27,0.02
1977,Fruit for fresh,Pounds,Peaches,5.09,5,4.84,11.91,4.26,7,3.96,42,54.86,2.3,,0.1,2.86,66,149.5,1.26,0.02
1978,Fruit for fresh,Pounds,Peaches,6.09,5,5.79,11.91,5.1,7,4.74,42,54.86,2.75,,0.12,3.42,66,149.5,1.51,0.02
1979,Fruit for fresh,Pounds,Peaches,6.66,5,6.33,11.91,5.57,7,5.18,42,54.86,3.01,,0.13,3.74,66,149.5,1.65,0.02
1980,Fruit for fresh,Pounds,Peaches,7.08,5,6.73,11.91,5.93,7,5.51,42,54.86,3.2,,0.14,3.97,66,149.5,1.75,0.03
1981,Fruit for fresh,Pounds,Peaches,6.87,5,6.53,11.91,5.75,7,5.35,42,54.86,3.1,,0.14,3.85,66,149.5,1.7,0.03
1982,Fruit for fresh,Pounds,Peaches,5.35,5,5.08,11.91,4.47,7,4.16,42,54.86,2.41,,0.11,3,66,149.5,1.32,0.02
1983,Fruit for fresh,Pounds,Peaches,5.43,5,5.16,11.91,4.55,7,4.23,42,54.86,2.45,,0.11,3.05,66,149.5,1.35,0.02
1984,Fruit for fresh,Pounds,Peaches,6.7,5,6.36,11.91,5.61,7,5.21,42,54.86,3.02,,0.13,3.76,66,149.5,1.66,0.03
1985,Fruit for fresh,Pounds,Peaches,5.5,5,5.22,11.91,4.6,7,4.28,42,54.86,2.48,,0.11,3.08,66,149.5,1.36,0.02
1986,Fruit for fresh,Pounds,Peaches,5.84,5,5.54,11.91,4.88,7,4.54,42,54.86,2.63,,0.12,3.27,66,149.5,1.45,0.02
1987,Fruit for fresh,Pounds,Peaches,6.05,5,5.75,11.91,5.06,7,4.71,42,54.86,2.73,,0.12,3.39,66,149.5,1.5,0.02
1988,Fruit for fresh,Pounds,Peaches,6.75,5,6.41,11.91,5.65,7,5.25,42,54.86,3.05,,0.13,3.79,66,149.5,1.67,0.03
1989,Fruit for fresh,Pounds,Peaches,5.86,5,5.56,11.91,4.9,7,4.56,42,54.86,2.64,,0.12,3.28,66,149.5,1.45,0.02
1990,Fruit for fresh,Pounds,Peaches,5.54,5,5.26,11.91,4.63,7,4.31,42,54.86,2.5,,0.11,3.11,66,149.5,1.37,0.02
1991,Fruit for fresh,Pounds,Peaches,6.41,5,6.09,11.91,5.36,7,4.99,42,54.86,2.89,,0.13,3.6,66,149.5,1.59,0.02
1992,Fruit for fresh,Pounds,Peaches,5.99,5,5.69,11.91,5.01,7,4.66,42,54.86,2.7,,0.12,3.36,66,149.5,1.48,0.02
1993,Fruit for fresh,Pounds,Peaches,5.84,5,5.55,11.91,4.89,7,4.55,42,54.86,2.64,,0.12,3.28,66,149.5,1.45,0.02
1994,Fruit for fresh,Pounds,Peaches,5.42,5,5.15,11.91,4.53,7,4.21,42,54.86,2.44,,0.11,3.04,66,149.5,1.34,0.02
1995,Fruit for fresh,Pounds,Peaches,5.32,5,5.06,11.91,4.45,7,4.14,42,54.86,2.4,,0.11,2.99,66,149.5,1.32,0.02
1996,Fruit for fresh,Pounds,Peaches,4.38,5,4.16,11.91,3.66,7,3.41,42,54.86,1.98,,0.09,2.45,66,149.5,1.08,0.02
1997,Fruit for fresh,Pounds,Peaches,5.51,5,5.23,11.91,4.61,7,4.29,42,54.86,2.49,,0.11,3.09,66,149.5,1.36,0.02
1998,Fruit for fresh,Pounds,Peaches,4.69,5,4.46,11.91,3.93,7,3.65,42,54.86,2.12,,0.09,2.63,66,149.5,1.16,0.02
1999,Fruit for fresh,Pounds,Peaches,5.28,5,5.02,11.91,4.42,7,4.11,42,54.86,2.38,,0.1,2.96,66,149.5,1.31,0.02
2000,Fruit for fresh,Pounds,Peaches,5.3,5,5.04,11.91,4.44,7,4.13,42,54.86,2.39,,0.1,2.97,66,149.5,1.31,0.02
2001,Fruit for fresh,Pounds,Peaches,5.16,5,4.9,11.91,4.32,7,4.01,42,54.86,2.33,,0.1,2.89,66,149.5,1.28,0.02
2002,Fruit for fresh,Pounds,Peaches,5.23,5,4.97,11.91,4.37,7,4.07,42,54.86,2.36,,0.1,2.93,66,149.5,1.29,0.02
2003,Fruit for fresh,Pounds,Peaches,5.17,5,4.91,11.91,4.33,7,4.03,42,54.86,2.33,,0.1,2.9,66,149.5,1.28,0.02
2004,Fruit for fresh,Pounds,Peaches,5.15,5,4.89,11.91,4.31,7,4,42,54.86,2.32,,0.1,2.89,66,149.5,1.27,0.02
2005,Fruit for fresh,Pounds,Peaches,4.83,5,4.58,11.91,4.04,7,3.76,42,54.86,2.18,,0.1,2.71,66,149.5,1.2,0.02
2006,Fruit for fresh,Pounds,Peaches,4.58,5,4.35,11.91,3.83,7,3.57,42,54.86,2.07,,0.09,2.57,66,149.5,1.13,0.02
2007,Fruit for fresh,Pounds,Peaches,4.46,5,4.24,12.64,3.7,7,3.44,42,55.23,2,,0.09,2.48,66,149.5,1.1,0.02
2008,Fruit for fresh,Pounds,Peaches,5.08,5,4.83,13.37,4.18,7,3.89,42,55.61,2.26,,0.1,2.8,66,149.5,1.24,0.02
2009,Fruit for fresh,Pounds,Peaches,4.41,5,4.19,14.1,3.6,7,3.35,42,55.98,1.94,,0.09,2.41,66,149.5,1.07,0.02
2010,Fruit for fresh,Pounds,Peaches,4.73,5,4.49,14.83,3.82,7,3.56,42,56.36,2.06,,0.09,2.56,66,149.5,1.13,0.02
2011,Fruit for fresh,Pounds,Peaches,4.46,5,4.24,15.56,3.58,7,3.33,42,56.73,1.93,,0.08,2.4,66,149.5,1.06,0.02
