Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
1991,Vegetables for fresh,Pounds,Cabbage,8.2,7,7.63,14.08,6.56,20,5.24,24,51.41,3.99,0.17,4.95,22,89,1.22,0.06
1992,Vegetables for fresh,Pounds,Cabbage,8.66,7,8.06,14.08,6.92,20,5.54,24,51.41,4.21,0.18,5.23,22,89,1.29,0.06
1993,Vegetables for fresh,Pounds,Cabbage,9.32,7,8.67,14.08,7.45,20,5.96,24,51.41,4.53,0.2,5.63,22,89,1.39,0.06
1994,Vegetables for fresh,Pounds,Cabbage,9.08,7,8.45,14.08,7.26,20,5.81,24,51.41,4.41,0.19,5.48,22,89,1.36,0.06
1995,Vegetables for fresh,Pounds,Cabbage,8.12,7,7.55,14.08,6.49,20,5.19,24,51.41,3.95,0.17,4.9,22,89,1.21,0.06
1996,Vegetables for fresh,Pounds,Cabbage,8.26,7,7.68,14.08,6.6,20,5.28,24,51.41,4.01,0.18,4.99,22,89,1.23,0.06
1997,Vegetables for fresh,Pounds,Cabbage,9.01,7,8.38,14.08,7.2,20,5.76,24,51.41,4.38,0.19,5.44,22,89,1.35,0.06
1998,Vegetables for fresh,Pounds,Cabbage,8.43,7,7.84,14.08,6.73,20,5.39,24,51.41,4.09,0.18,5.09,22,89,1.26,0.06
1999,Vegetables for fresh,Pounds,Cabbage,7.55,7,7.02,14.08,6.04,20,4.83,24,51.41,3.67,0.16,4.56,22,89,1.13,0.05
2000,Vegetables for fresh,Pounds,Cabbage,8.9,7,8.28,14.08,7.11,20,5.69,24,51.41,4.32,0.19,5.37,22,89,1.33,0.06
2001,Vegetables for fresh,Pounds,Cabbage,8.83,7,8.21,14.08,7.05,20,5.64,24,51.41,4.29,0.19,5.33,22,89,1.32,0.06
2002,Vegetables for fresh,Pounds,Cabbage,8.3,7,7.71,14.08,6.63,20,5.3,24,51.41,4.03,0.18,5.01,22,89,1.24,0.06
2003,Vegetables for fresh,Pounds,Cabbage,7.4,7,6.88,14.08,5.91,20,4.73,24,51.41,3.59,0.16,4.47,22,89,1.1,0.05
2004,Vegetables for fresh,Pounds,Cabbage,8.04,7,7.48,14.08,6.43,20,5.14,24,51.41,3.91,0.17,4.86,22,89,1.2,0.05
2005,Vegetables for fresh,Pounds,Cabbage,7.76,7,7.21,14.08,6.2,20,4.96,24,51.41,3.77,0.17,4.68,22,89,1.16,0.05
2006,Vegetables for fresh,Pounds,Cabbage,7.75,7,7.21,14.08,6.19,20,4.96,24,51.41,3.77,0.17,4.68,22,89,1.16,0.05
2007,Vegetables for fresh,Pounds,Cabbage,7.95,7,7.39,12.75,6.45,20,5.16,24,50.66,3.92,0.17,4.87,22,89,1.21,0.05
2008,Vegetables for fresh,Pounds,Cabbage,8.05,7,7.49,11.42,6.63,20,5.31,24,49.91,4.03,0.18,5.01,22,89,1.24,0.06
2009,Vegetables for fresh,Pounds,Cabbage,7.25,7,6.74,10.09,6.06,20,4.85,24,49.16,3.69,0.16,4.58,22,89,1.13,0.05
2010,Vegetables for fresh,Pounds,Cabbage,7.46,7,6.94,8.76,6.33,20,5.06,24,48.41,3.85,0.17,4.78,22,89,1.18,0.05
2011,Vegetables for fresh,Pounds,Cabbage,6.56,7,6.1,7.43,5.65,20,4.52,24,47.66,3.43,0.15,4.27,22,89,1.05,0.05
2012,Vegetables for fresh,Pounds,Cabbage,6.26,7,5.82,7.43,5.39,20,4.31,24,47.66,3.28,0.14,4.07,22,89,1.01,0.05
2013,Vegetables for fresh,Pounds,Cabbage,6.93,7,6.44,7.43,5.96,20,4.77,24,47.66,3.63,0.16,4.51,22,89,1.11,0.05
2014,Vegetables for fresh,Pounds,Cabbage,6.69,7,6.22,7.43,5.76,20,4.61,24,47.66,3.5,0.15,4.35,22,89,1.08,0.05
2015,Vegetables for fresh,Pounds,Cabbage,6.28,7,5.84,7.43,5.41,20,4.33,24,47.66,3.29,0.14,4.09,22,89,1.01,0.05
2016,Vegetables for fresh,Pounds,Cabbage,5.88,7,5.47,7.43,5.07,20,4.05,24,47.66,3.08,0.14,3.83,22,89,0.95,0.04
2017,Vegetables for fresh,Pounds,Cabbage,5.98,7,5.57,7.43,5.15,20,4.12,24,47.66,3.13,0.14,3.89,22,89,0.96,0.04
1970,Vegetables for fresh,Pounds,Carrots,5.97,3,5.79,5.14,5.49,11,4.89,34,45.95,3.23,0.14,4.01,52,128,1.63,0.03
1971,Vegetables for fresh,Pounds,Carrots,6.12,3,5.93,5.14,5.63,11,5.01,34,45.95,3.31,0.14,4.11,52,128,1.67,0.03
1972,Vegetables for fresh,Pounds,Carrots,6.54,3,6.34,5.14,6.02,11,5.36,34,45.95,3.54,0.15,4.39,52,128,1.78,0.03
1973,Vegetables for fresh,Pounds,Carrots,6.7,3,6.5,5.14,6.17,11,5.49,34,45.95,3.62,0.16,4.5,52,128,1.83,0.04
1974,Vegetables for fresh,Pounds,Carrots,6.91,3,6.7,5.14,6.36,11,5.66,34,45.95,3.74,0.16,4.64,52,128,1.89,0.04
1975,Vegetables for fresh,Pounds,Carrots,6.44,3,6.25,5.14,5.93,11,5.28,34,45.95,3.48,0.15,4.33,52,128,1.76,0.03
1976,Vegetables for fresh,Pounds,Carrots,6.41,3,6.22,5.14,5.9,11,5.25,34,45.95,3.46,0.15,4.31,52,128,1.75,0.03
1977,Vegetables for fresh,Pounds,Carrots,5.31,3,5.15,5.14,4.89,11,4.35,34,45.95,2.87,0.13,3.57,52,128,1.45,0.03
1978,Vegetables for fresh,Pounds,Carrots,5.31,3,5.15,5.14,4.89,11,4.35,34,45.95,2.87,0.13,3.57,52,128,1.45,0.03
1979,Vegetables for fresh,Pounds,Carrots,5.89,3,5.71,5.14,5.42,11,4.82,34,45.95,3.18,0.14,3.95,52,128,1.61,0.03
1980,Vegetables for fresh,Pounds,Carrots,6.15,3,5.97,5.14,5.66,11,5.04,34,45.95,3.32,0.15,4.13,52,128,1.68,0.03
1981,Vegetables for fresh,Pounds,Carrots,6.12,3,5.94,5.14,5.63,11,5.01,34,45.95,3.31,0.14,4.11,52,128,1.67,0.03
1982,Vegetables for fresh,Pounds,Carrots,6.6,3,6.41,5.14,6.08,11,5.41,34,45.95,3.57,0.16,4.44,52,128,1.8,0.03
1983,Vegetables for fresh,Pounds,Carrots,6.49,3,6.3,5.14,5.97,11,5.31,34,45.95,3.51,0.15,4.36,52,128,1.77,0.03
1984,Vegetables for fresh,Pounds,Carrots,6.68,3,6.48,5.14,6.15,11,5.47,34,45.95,3.61,0.16,4.49,52,128,1.82,0.04
1985,Vegetables for fresh,Pounds,Carrots,6.49,3,6.3,5.14,5.97,11,5.32,34,45.95,3.51,0.15,4.36,52,128,1.77,0.03
1986,Vegetables for fresh,Pounds,Carrots,6.48,3,6.29,5.14,5.97,11,5.31,34,45.95,3.5,0.15,4.36,52,128,1.77,0.03
1987,Vegetables for fresh,Pounds,Carrots,8.3,3,8.05,5.14,7.63,11,6.79,34,45.95,4.48,0.2,5.57,52,128,2.26,0.04
1988,Vegetables for fresh,Pounds,Carrots,7.09,3,6.88,5.14,6.53,11,5.81,34,45.95,3.83,0.17,4.77,52,128,1.94,0.04
1989,Vegetables for fresh,Pounds,Carrots,8.09,3,7.84,5.14,7.44,11,6.62,34,45.95,4.37,0.19,5.43,52,128,2.21,0.04
1990,Vegetables for fresh,Pounds,Carrots,8.29,3,8.04,5.14,7.63,11,6.79,34,45.95,4.48,0.2,5.57,52,128,2.26,0.04
1991,Vegetables for fresh,Pounds,Carrots,7.71,3,7.48,5.14,7.1,11,6.32,34,45.95,4.17,0.18,5.18,52,128,2.1,0.04
1992,Vegetables for fresh,Pounds,Carrots,8.29,3,8.04,5.14,7.63,11,6.79,34,45.95,4.48,0.2,5.57,52,128,2.26,0.04
1993,Vegetables for fresh,Pounds,Carrots,10.85,3,10.52,5.14,9.98,11,8.88,34,45.95,5.86,0.26,7.29,52,128,2.96,0.06
1994,Vegetables for fresh,Pounds,Carrots,12.68,3,12.3,5.14,11.66,11,10.38,34,45.95,6.85,0.3,8.51,52,128,3.46,0.07
1995,Vegetables for fresh,Pounds,Carrots,11.19,3,10.86,5.14,10.3,11,9.16,34,45.95,6.05,0.27,7.52,52,128,3.05,0.06
1996,Vegetables for fresh,Pounds,Carrots,12.37,3,12,5.14,11.38,11,10.13,34,45.95,6.69,0.29,8.31,52,128,3.38,0.06
1997,Vegetables for fresh,Pounds,Carrots,14.11,3,13.69,5.14,12.99,11,11.56,34,45.95,7.63,0.33,9.48,52,128,3.85,0.07
1998,Vegetables for fresh,Pounds,Carrots,9.53,3,9.24,5.14,8.77,11,7.8,34,45.95,5.15,0.23,6.4,52,128,2.6,0.05
1999,Vegetables for fresh,Pounds,Carrots,9.25,3,8.98,5.14,8.51,11,7.58,34,45.95,5,0.22,6.21,52,128,2.52,0.05
2000,Vegetables for fresh,Pounds,Carrots,9.2,3,8.93,5.14,8.47,11,7.54,34,45.95,4.97,0.22,6.18,52,128,2.51,0.05
2001,Vegetables for fresh,Pounds,Carrots,9.38,3,9.1,5.14,8.63,11,7.68,34,45.95,5.07,0.22,6.3,52,128,2.56,0.05
2002,Vegetables for fresh,Pounds,Carrots,8.42,3,8.16,5.14,7.75,11,6.89,34,45.95,4.55,0.2,5.65,52,128,2.3,0.04
2003,Vegetables for fresh,Pounds,Carrots,8.78,3,8.52,5.14,8.08,11,7.19,34,45.95,4.74,0.21,5.9,52,128,2.4,0.05
2004,Vegetables for fresh,Pounds,Carrots,8.72,3,8.46,5.14,8.02,11,7.14,34,45.95,4.71,0.21,5.86,52,128,2.38,0.05
2005,Vegetables for fresh,Pounds,Carrots,8.66,3,8.4,5.14,7.97,11,7.1,34,45.95,4.68,0.21,5.82,52,128,2.36,0.05
2006,Vegetables for fresh,Pounds,Carrots,8.11,3,7.86,5.14,7.46,11,6.64,34,45.95,4.38,0.19,5.45,52,128,2.21,0.04
2007,Vegetables for fresh,Pounds,Carrots,8.05,3,7.81,5.55,7.37,11,6.56,34,46.19,4.33,0.19,5.38,52,128,2.19,0.04
2008,Vegetables for fresh,Pounds,Carrots,8.07,3,7.83,5.96,7.36,11,6.55,34,46.42,4.32,0.19,5.37,52,128,2.18,0.04
2009,Vegetables for fresh,Pounds,Carrots,7.39,3,7.16,6.37,6.71,11,5.97,34,46.65,3.94,0.17,4.9,52,128,1.99,0.04
2010,Vegetables for fresh,Pounds,Carrots,7.76,3,7.52,6.79,7.01,11,6.24,34,46.89,4.12,0.18,5.12,52,128,2.08,0.04
2011,Vegetables for fresh,Pounds,Carrots,7.5,3,7.28,7.2,6.75,11,6.01,34,47.12,3.97,0.17,4.93,52,128,2,0.04
2012,Vegetables for fresh,Pounds,Carrots,7.94,3,7.71,7.2,7.15,11,6.37,34,47.12,4.2,0.18,5.22,52,128,2.12,0.04
2013,Vegetables for fresh,Pounds,Carrots,8.01,3,7.77,7.2,7.21,11,6.42,34,47.12,4.24,0.19,5.27,52,128,2.14,0.04
2014,Vegetables for fresh,Pounds,Carrots,8.48,3,8.23,7.2,7.63,11,6.79,34,47.12,4.48,0.2,5.57,52,128,2.26,0.04
2015,Vegetables for fresh,Pounds,Carrots,8.79,3,8.53,7.2,7.91,11,7.04,34,47.12,4.65,0.2,5.78,52,128,2.35,0.05
2016,Vegetables for fresh,Pounds,Carrots,7.8,3,7.57,7.2,7.02,11,6.25,34,47.12,4.13,0.18,5.13,52,128,2.08,0.04
2017,Vegetables for fresh,Pounds,Carrots,7.33,3,7.11,7.2,6.6,11,5.88,34,47.12,3.88,0.17,4.82,52,128,1.96,0.04
1970,Vegetables for fresh,Pounds,Cauliflower,0.74,8,0.68,14.01,0.59,61,0.23,9,71.92,0.21,0.01,0.26,27,107,0.07,0
1971,Vegetables for fresh,Pounds,Cauliflower,0.69,8,0.64,14.01,0.55,61,0.21,9,71.92,0.19,0.01,0.24,27,107,0.06,0
1972,Vegetables for fresh,Pounds,Cauliflower,0.83,8,0.77,14.01,0.66,61,0.26,9,71.92,0.23,0.01,0.29,27,107,0.07,0
1973,Vegetables for fresh,Pounds,Cauliflower,0.76,8,0.7,14.01,0.6,61,0.23,9,71.92,0.21,0.01,0.26,27,107,0.07,0
1974,Vegetables for fresh,Pounds,Cauliflower,0.79,8,0.72,14.01,0.62,61,0.24,9,71.92,0.22,0.01,0.27,27,107,0.07,0
1975,Vegetables for fresh,Pounds,Cauliflower,0.92,8,0.84,14.01,0.73,61,0.28,9,71.92,0.26,0.01,0.32,27,107,0.08,0
1976,Vegetables for fresh,Pounds,Cauliflower,1.03,8,0.95,14.01,0.82,61,0.32,9,71.92,0.29,0.01,0.36,27,107,0.09,0
1977,Vegetables for fresh,Pounds,Cauliflower,1.09,8,1,14.01,0.86,61,0.34,9,71.92,0.31,0.01,0.38,27,107,0.1,0
1978,Vegetables for fresh,Pounds,Cauliflower,0.79,8,0.72,14.01,0.62,61,0.24,9,71.92,0.22,0.01,0.27,27,107,0.07,0
1979,Vegetables for fresh,Pounds,Cauliflower,1.09,8,1,14.01,0.86,61,0.34,9,71.92,0.3,0.01,0.38,27,107,0.1,0
1980,Vegetables for fresh,Pounds,Cauliflower,1.13,8,1.04,14.01,0.9,61,0.35,9,71.92,0.32,0.01,0.4,27,107,0.1,0
1981,Vegetables for fresh,Pounds,Cauliflower,1.37,8,1.26,14.01,1.08,61,0.42,9,71.92,0.38,0.02,0.48,27,107,0.12,0
1982,Vegetables for fresh,Pounds,Cauliflower,1.33,8,1.22,14.01,1.05,61,0.41,9,71.92,0.37,0.02,0.46,27,107,0.12,0
1983,Vegetables for fresh,Pounds,Cauliflower,1.41,8,1.3,14.01,1.12,61,0.44,9,71.92,0.4,0.02,0.49,27,107,0.12,0
1984,Vegetables for fresh,Pounds,Cauliflower,1.82,8,1.68,14.01,1.44,61,0.56,9,71.92,0.51,0.02,0.64,27,107,0.16,0.01
1985,Vegetables for fresh,Pounds,Cauliflower,1.84,8,1.69,14.01,1.46,61,0.57,9,71.92,0.52,0.02,0.64,27,107,0.16,0.01
1986,Vegetables for fresh,Pounds,Cauliflower,2.19,8,2.01,14.01,1.73,61,0.67,9,71.92,0.61,0.03,0.76,27,107,0.19,0.01
1987,Vegetables for fresh,Pounds,Cauliflower,2.13,8,1.96,14.01,1.69,61,0.66,9,71.92,0.6,0.03,0.74,27,107,0.19,0.01
1988,Vegetables for fresh,Pounds,Cauliflower,2.19,8,2.02,14.01,1.74,61,0.68,9,71.92,0.62,0.03,0.77,27,107,0.19,0.01
1989,Vegetables for fresh,Pounds,Cauliflower,2.31,8,2.13,14.01,1.83,61,0.71,9,71.92,0.65,0.03,0.81,27,107,0.2,0.01
1990,Vegetables for fresh,Pounds,Cauliflower,2.19,8,2.02,14.01,1.73,61,0.68,9,71.92,0.62,0.03,0.76,27,107,0.19,0.01
1991,Vegetables for fresh,Pounds,Cauliflower,1.95,8,1.8,14.01,1.54,61,0.6,9,71.92,0.55,0.02,0.68,27,107,0.17,0.01
1992,Vegetables for fresh,Pounds,Cauliflower,1.81,8,1.66,14.01,1.43,61,0.56,9,71.92,0.51,0.02,0.63,27,107,0.16,0.01
1993,Vegetables for fresh,Pounds,Cauliflower,2.09,8,1.92,14.01,1.65,61,0.65,9,71.92,0.59,0.03,0.73,27,107,0.18,0.01
1994,Vegetables for fresh,Pounds,Cauliflower,2.02,8,1.86,14.01,1.6,61,0.62,9,71.92,0.57,0.02,0.71,27,107,0.18,0.01
1995,Vegetables for fresh,Pounds,Cauliflower,1.64,8,1.51,14.01,1.3,61,0.51,9,71.92,0.46,0.02,0.57,27,107,0.14,0.01
1996,Vegetables for fresh,Pounds,Cauliflower,1.72,8,1.58,14.01,1.36,61,0.53,9,71.92,0.48,0.02,0.6,27,107,0.15,0.01
1997,Vegetables for fresh,Pounds,Cauliflower,1.77,8,1.62,14.01,1.4,61,0.54,9,71.92,0.5,0.02,0.62,27,107,0.16,0.01
1998,Vegetables for fresh,Pounds,Cauliflower,1.46,8,1.34,14.01,1.15,61,0.45,9,71.92,0.41,0.02,0.51,27,107,0.13,0
1999,Vegetables for fresh,Pounds,Cauliflower,1.76,8,1.62,14.01,1.4,61,0.54,9,71.92,0.5,0.02,0.62,27,107,0.16,0.01
2000,Vegetables for fresh,Pounds,Cauliflower,1.74,8,1.6,14.01,1.37,61,0.54,9,71.92,0.49,0.02,0.61,27,107,0.15,0.01
2001,Vegetables for fresh,Pounds,Cauliflower,1.52,8,1.4,14.01,1.2,61,0.47,9,71.92,0.43,0.02,0.53,27,107,0.13,0
2002,Vegetables for fresh,Pounds,Cauliflower,1.43,8,1.31,14.01,1.13,61,0.44,9,71.92,0.4,0.02,0.5,27,107,0.13,0
2003,Vegetables for fresh,Pounds,Cauliflower,1.56,8,1.43,14.01,1.23,61,0.48,9,71.92,0.44,0.02,0.54,27,107,0.14,0.01
2004,Vegetables for fresh,Pounds,Cauliflower,1.56,8,1.43,14.01,1.23,61,0.48,9,71.92,0.44,0.02,0.54,27,107,0.14,0.01
2005,Vegetables for fresh,Pounds,Cauliflower,1.75,8,1.61,14.01,1.38,61,0.54,9,71.92,0.49,0.02,0.61,27,107,0.15,0.01
2006,Vegetables for fresh,Pounds,Cauliflower,1.7,8,1.56,14.01,1.34,61,0.52,9,71.92,0.48,0.02,0.59,27,107,0.15,0.01
2007,Vegetables for fresh,Pounds,Cauliflower,1.68,8,1.55,14.67,1.32,61,0.51,9,72.14,0.47,0.02,0.58,27,107,0.15,0.01
2008,Vegetables for fresh,Pounds,Cauliflower,1.57,8,1.45,15.33,1.22,61,0.48,9,72.36,0.43,0.02,0.54,27,107,0.14,0.01
2009,Vegetables for fresh,Pounds,Cauliflower,1.73,8,1.59,16,1.34,61,0.52,9,72.57,0.48,0.02,0.59,27,107,0.15,0.01
2010,Vegetables for fresh,Pounds,Cauliflower,1.33,8,1.23,16.66,1.02,61,0.4,9,72.79,0.36,0.02,0.45,27,107,0.11,0
2011,Vegetables for fresh,Pounds,Cauliflower,1.25,8,1.15,17.32,0.95,61,0.37,9,73.01,0.34,0.01,0.42,27,107,0.11,0
2012,Vegetables for fresh,Pounds,Cauliflower,1.18,8,1.08,17.32,0.89,61,0.35,9,73.01,0.32,0.01,0.39,27,107,0.1,0
2013,Vegetables for fresh,Pounds,Cauliflower,1.33,8,1.22,17.32,1.01,61,0.39,9,73.01,0.36,0.02,0.45,27,107,0.11,0
2014,Vegetables for fresh,Pounds,Cauliflower,1.29,8,1.19,17.32,0.98,61,0.38,9,73.01,0.35,0.02,0.43,27,107,0.11,0
2015,Vegetables for fresh,Pounds,Cauliflower,1.58,8,1.45,17.32,1.2,61,0.47,9,73.01,0.43,0.02,0.53,27,107,0.13,0
2016,Vegetables for fresh,Pounds,Cauliflower,1.57,8,1.45,17.32,1.2,61,0.47,9,73.01,0.42,0.02,0.53,27,107,0.13,0
2017,Vegetables for fresh,Pounds,Cauliflower,2.18,8,2,17.32,1.66,61,0.65,9,73.01,0.59,0.03,0.73,27,107,0.18,0.01
1970,Vegetables for fresh,Pounds,Celery ,7.27,7,6.76,5.1,6.41,11,5.71,39,52.09,3.48,0.15,4.33,16,101,0.69,0.04
1971,Vegetables for fresh,Pounds,Celery ,7.27,7,6.76,5.1,6.42,11,5.71,39,52.09,3.48,0.15,4.33,16,101,0.69,0.04
1972,Vegetables for fresh,Pounds,Celery ,7.13,7,6.63,5.1,6.29,11,5.6,39,52.09,3.42,0.15,4.25,16,101,0.67,0.04
1973,Vegetables for fresh,Pounds,Celery ,7.56,7,7.04,5.1,6.68,11,5.94,39,52.09,3.62,0.16,4.5,16,101,0.71,0.04
1974,Vegetables for fresh,Pounds,Celery ,7.35,7,6.84,5.1,6.49,11,5.77,39,52.09,3.52,0.15,4.38,16,101,0.69,0.04
1975,Vegetables for fresh,Pounds,Celery ,6.94,7,6.46,5.1,6.13,11,5.45,39,52.09,3.33,0.15,4.13,16,101,0.66,0.04
1976,Vegetables for fresh,Pounds,Celery ,7.36,7,6.84,5.1,6.49,11,5.78,39,52.09,3.53,0.15,4.38,16,101,0.69,0.04
1977,Vegetables for fresh,Pounds,Celery ,7.05,7,6.55,5.1,6.22,11,5.53,39,52.09,3.38,0.15,4.2,16,101,0.66,0.04
1978,Vegetables for fresh,Pounds,Celery ,7.07,7,6.58,5.1,6.24,11,5.55,39,52.09,3.39,0.15,4.21,16,101,0.67,0.04
1979,Vegetables for fresh,Pounds,Celery ,7.07,7,6.57,5.1,6.24,11,5.55,39,52.09,3.39,0.15,4.21,16,101,0.67,0.04
1980,Vegetables for fresh,Pounds,Celery ,7.37,7,6.86,5.1,6.51,11,5.79,39,52.09,3.53,0.15,4.39,16,101,0.7,0.04
